	Id	KO	KO_definition
s339	Ea_00517	K00219	2,4-dienoyl-CoA_reductase_(NADPH2)_[EC:1.3.1.34]_
s340	Ea_00519	K01673	carbonic_anhydrase_[EC:4.2.1.1]
s341	Ea_00521	K01273	membrane_dipeptidase_[EC:3.4.13.19]
s342	Ea_00522	K06136	pyrroloquinoline_quinone_biosynthesis_protein_B
s343	Ea_00523	K06137	pyrroloquinoline-quinone_synthase_[EC:1.3.3.11]
s344	Ea_00524	K06138	pyrroloquinoline_quinone_biosynthesis_protein_D
s345	Ea_00525	K06139	PqqA_peptide_cyclase_[EC:1.21.98.4]_
s346	Ea_00528	K02783	glucitol/sorbitol_PTS_system_EIIC_component
s347	Ea_00529	K02782	glucitol/sorbitol_PTS_system_EIIB_component_[EC:2.7.1.198]
s348	Ea_00530	K02781	glucitol/sorbitol_PTS_system_EIIA_component_[EC:2.7.1.198]
s349	Ea_00531	K00068	sorbitol-6-phosphate_2-dehydrogenase_[EC:1.1.1.140]
s350	Ea_00532	K02466	glucitol_operon_activator_protein_
s351	Ea_00533	K02468	DeoR_family_transcriptional_regulator,_glucitol_operon_repressor
s352	Ea_00534	K02467	arabinose_5-phosphate_isomerase_[EC:5.3.1.13]_
s353	Ea_00534	K06041	arabinose-5-phosphate_isomerase_[EC:5.3.1.13]
s354	Ea_00538	K16862	mitochondrial_cardiolipin_hydrolase_[EC:3.1.4.-]_
s355	Ea_00551	K08173	MFS_transporter,_MHS_family,_metabolite:H+_symporter
s356	Ea_00552	K02529	LacI_family_transcriptional_regulator_
s357	Ea_00562	K00564	16S_rRNA_(guanine1207-N2)-methyltransferase_[EC:2.1.1.172]_
s358	Ea_00563	K02344	DNA_polymerase_III_subunit_psi_[EC:2.7.7.7]
s359	Ea_00564	K03789	[ribosomal_protein_S18]-alanine_N-acetyltransferase_[EC:2.3.1.266]
s360	Ea_00565	K08723	pyrimidine_5'-nucleotidase_[EC:3.1.3.-]
s361	Ea_00565	K07025	putative_hydrolase_of_the_HAD_superfamily
s362	Ea_00567	K11906	type_VI_secretion_system_protein_VasD
s363	Ea_00568	K11893	type_VI_secretion_system_protein_ImpJ
s364	Ea_00569	K11892	type_VI_secretion_system_protein_ImpK
s365	Ea_00570	K11891	type_VI_secretion_system_protein_ImpL
s366	Ea_00571	K11890	type_VI_secretion_system_protein_ImpM
s367	Ea_00572	K11902	type_VI_secretion_system_protein_ImpA
s368	Ea_00573	K11901	type_VI_secretion_system_protein_ImpB
s369	Ea_00574	K11900	type_VI_secretion_system_protein_ImpC
s370	Ea_00576	K11903	type_VI_secretion_system_secreted_protein_Hcp
s371	Ea_00581	K07169	FHA_domain-containing_protein
s372	Ea_00582	K20074	PPM_family_protein_phosphatase_[EC:3.1.3.16]
s373	Ea_00584	K11898	type_VI_secretion_system_protein_ImpE
s374	Ea_00585	K11897	type_VI_secretion_system_protein_ImpF
s375	Ea_00586	K11896	type_VI_secretion_system_protein_ImpG
s376	Ea_00587	K11895	type_VI_secretion_system_protein_ImpH
s377	Ea_00588	K11907	type_VI_secretion_system_protein_VasG
s378	Ea_00590	K11904	type_VI_secretion_system_secreted_protein_VgrG
s379	Ea_00594	K11904	type_VI_secretion_system_secreted_protein_VgrG
s380	Ea_00603	K05521	ADP-ribosyl-[dinitrogen_reductase]_hydrolase_[EC:3.2.2.24]_
s381	Ea_00604	K01246	DNA-3-methyladenine_glycosylase_I_[EC:3.2.2.20]_
s382	Ea_00605	K16568	exopolysaccharide_production_protein_ExoZ_
s383	Ea_00607	K02837	peptide_chain_release_factor_3
s384	Ea_00608	K04065	hyperosmotically_inducible_periplasmic_protein_
s385	Ea_00611	K03424	TatD_DNase_family_protein_[EC:3.1.21.-]
s386	Ea_00612	K01619	deoxyribose-phosphate_aldolase_[EC:4.1.2.4]
s387	Ea_00613	K00758	thymidine_phosphorylase_[EC:2.4.2.4]
s388	Ea_00614	K01839	phosphopentomutase_[EC:5.4.2.7]
s389	Ea_00615	K03784	purine-nucleoside_phosphorylase_[EC:2.4.2.1]
s390	Ea_00616	K07154	serine/threonine-protein_kinase_HipA_[EC:2.7.11.1]_
s391	Ea_00617	K07186	membrane_protein
s392	Ea_00618	K01079	phosphoserine_phosphatase_[EC:3.1.3.3]
s393	Ea_00619	K04485	DNA_repair_protein_RadA/Sms_
s394	Ea_00620	K06211	HTH-type_transcriptional_regulator,_transcriptional_repressor_of_NAD_biosynthesis_genes_[EC:2.7.7.1_2.7.1.22]
s395	Ea_00626	K06020	energy-dependent_translational_throttle_protein_EttA
s396	Ea_00628	K11534	DeoR_family_transcriptional_regulator,_deoxyribose_operon_repressor
s397	Ea_00630	K08309	soluble_lytic_murein_transglycosylase_[EC:4.2.2.-]
s398	Ea_00631	K03720	TrpR_family_transcriptional_regulator,_trp_operon_repressor
s399	Ea_00632	K01529	inosine/xanthosine_triphosphatase_[EC:3.6.1.73]
s400	Ea_00633	K15634	2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase_[EC:5.4.2.11]_
s401	Ea_00635	K05804	AraC_family_transcriptional_regulator,_mar-sox-rob_regulon_activator
s402	Ea_00636	K05805	CreA_protein
s403	Ea_00637	K07773	two-component_system,_OmpR_family,_aerobic_respiration_control_protein_ArcA
s404	Ea_00638	K12524	bifunctional_aspartokinase_/_homoserine_dehydrogenase_1_[EC:2.7.2.4_1.1.1.3]_
s405	Ea_00639	K00872	homoserine_kinase_[EC:2.7.1.39]
s406	Ea_00640	K01733	threonine_synthase_[EC:4.2.3.1]
s407	Ea_00641	K09861	uncharacterized_protein
s408	Ea_00642	K00616	transaldolase_[EC:2.2.1.2]
s409	Ea_00643	K03831	molybdopterin_adenylyltransferase_[EC:2.7.7.75]
s410	Ea_00644	K16568	exopolysaccharide_production_protein_ExoZ_
s411	Ea_00645	K04043	molecular_chaperone_DnaK
s412	Ea_00646	K03686	molecular_chaperone_DnaJ
s413	Ea_00648	K03313	Na+:H+_antiporter,_NhaA_family_
s414	Ea_00649	K02968	small_subunit_ribosomal_protein_S20
s415	Ea_00650	K11753	riboflavin_kinase_/_FMN_adenylyltransferase_[EC:2.7.1.26_2.7.7.2]
s416	Ea_00651	K01870	isoleucyl-tRNA_synthetase_[EC:6.1.1.5]
s417	Ea_00652	K03101	signal_peptidase_II_[EC:3.4.23.36]_
s418	Ea_00653	K03774	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlpA_[EC:5.2.1.8]
s419	Ea_00654	K03527	4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_reductase_[EC:1.17.7.4]_
s420	Ea_00655	K00215	4-hydroxy-tetrahydrodipicolinate_reductase_[EC:1.17.1.8]
s421	Ea_00656	K01956	carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
s422	Ea_00657	K01955	carbamoyl-phosphate_synthase_large_subunit_[EC:6.3.5.5]
s423	Ea_00658	K05835	threonine_efflux_protein
s424	Ea_00659	K00287	dihydrofolate_reductase_[EC:1.5.1.3]
s425	Ea_00660	K01525	bis(5'-nucleosyl)-tetraphosphatase_(symmetrical)_[EC:3.6.1.41]
s426	Ea_00661	K06195	ApaG_protein
s427	Ea_00662	K02528	16S_rRNA_(adenine1518-N6/adenine1519-N6)-dimethyltransferase_[EC:2.1.1.182]_
s428	Ea_00663	K00097	4-hydroxythreonine-4-phosphate_dehydrogenase_[EC:1.1.1.262]
s429	Ea_00664	K03771	peptidyl-prolyl_cis-trans_isomerase_SurA_[EC:5.2.1.8]
s430	Ea_00665	K04744	LPS-assembly_protein
s431	Ea_00666	K05801	DnaJ_like_chaperone_protein_
s432	Ea_00667	K06177	tRNA_pseudouridine32_synthase_/_23S_rRNA_pseudouridine746_synthase_[EC:5.4.99.28_5.4.99.29]
s433	Ea_00668	K03580	ATP-dependent_helicase_HepA_[EC:5.6.2.-]_
s434	Ea_00669	K02336	DNA_polymerase_II_[EC:2.7.7.7]_
s435	Ea_00670	K03975	membrane-associated_protein
s436	Ea_00672	K02063	thiamine_transport_system_permease_protein
s437	Ea_00673	K02064	thiamine_transport_system_substrate-binding_protein
s438	Ea_00674	K11925	SgrR_family_transcriptional_regulator_
s439	Ea_00676	K03291	MFS_transporter,_SET_family,_sugar_efflux_transporter
s440	Ea_00677	K01704	3-isopropylmalate/(R)-2-methylmalate_dehydratase_small_subunit_[EC:4.2.1.33_4.2.1.35]
s441	Ea_00678	K01703	3-isopropylmalate/(R)-2-methylmalate_dehydratase_large_subunit_[EC:4.2.1.33_4.2.1.35]
s442	Ea_00679	K00052	3-isopropylmalate_dehydrogenase_[EC:1.1.1.85]
s443	Ea_00680	K01649	2-isopropylmalate_synthase_[EC:2.3.3.13]
s444	Ea_00681	K01652	acetolactate_synthase_I/II/III_large_subunit_[EC:2.2.1.6]
s445	Ea_00682	K01653	acetolactate_synthase_I/III_small_subunit_[EC:2.2.1.6]
s446	Ea_00683	K03435	LacI_family_transcriptional_regulator,_fructose_operon_transcriptional_repressor_
s447	Ea_00684	K03925	transcriptional_regulator_MraZ
s448	Ea_00685	K03438	16S_rRNA_(cytosine1402-N4)-methyltransferase_[EC:2.1.1.199]_
s449	Ea_00686	K03586	cell_division_protein_FtsL_
s450	Ea_00687	K03587	cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:3.4.16.4]_
s451	Ea_00688	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_[EC:6.3.2.13]
s452	Ea_00689	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_[EC:6.3.2.10]
s453	Ea_00690	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase_[EC:2.7.8.13]
s454	Ea_00691	K01925	UDP-N-acetylmuramoylalanine--D-glutamate_ligase_[EC:6.3.2.9]
s455	Ea_00692	K03588	cell_division_protein_FtsW_
s456	Ea_00693	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]
s457	Ea_00694	K01924	UDP-N-acetylmuramate--alanine_ligase_[EC:6.3.2.8]
s458	Ea_00695	K01921	D-alanine-D-alanine_ligase_[EC:6.3.2.4]
s459	Ea_00696	K03589	cell_division_protein_FtsQ_
s460	Ea_00697	K03590	cell_division_protein_FtsA_
s461	Ea_00698	K03531	cell_division_protein_FtsZ_
s462	Ea_00699	K02535	UDP-3-O-[3-hydroxymyristoyl]_N-acetylglucosamine_deacetylase_[EC:3.5.1.108]_
s463	Ea_00701	K13301	secretion_monitor
s464	Ea_00702	K03070	preprotein_translocase_subunit_SecA_[EC:7.4.2.8]
s465	Ea_00703	K21712	N-acetylglucosamine-binding_protein_A
s466	Ea_00704	K02465	general_secretion_pathway_protein_S
s467	Ea_00705	K02654	leader_peptidase_(prepilin_peptidase)_/_N-methyltransferase_[EC:3.4.23.43_2.1.1.-]_
s468	Ea_00707	K02461	general_secretion_pathway_protein_L
s469	Ea_00708	K02460	general_secretion_pathway_protein_K
s470	Ea_00709	K02459	general_secretion_pathway_protein_J
s471	Ea_00710	K02458	general_secretion_pathway_protein_I
s472	Ea_00711	K02457	general_secretion_pathway_protein_H
s473	Ea_00712	K02456	general_secretion_pathway_protein_G
s474	Ea_00713	K02455	general_secretion_pathway_protein_F
s475	Ea_00714	K02454	general_secretion_pathway_protein_E_[EC:7.4.2.8]
s476	Ea_00715	K02453	general_secretion_pathway_protein_D
s477	Ea_00716	K02452	general_secretion_pathway_protein_C
s478	Ea_00719	K03574	8-oxo-dGTP_diphosphatase_[EC:3.6.1.55]
s479	Ea_00720	K09862	uncharacterized_protein
s480	Ea_00721	K18778	cell_division_protein_ZapD_
s481	Ea_00722	K00859	dephospho-CoA_kinase_[EC:2.7.1.24]
s482	Ea_00723	K00364	GMP_reductase_[EC:1.7.1.7]
s483	Ea_00724	K02505	protein_transport_protein_HofC_
s484	Ea_00725	K02504	protein_transport_protein_HofB_
s485	Ea_00726	K02682	prepilin_peptidase_dependent_protein_D
s486	Ea_00726	K02650	type_IV_pilus_assembly_protein_PilA
s487	Ea_00727	K03806	N-acetyl-anhydromuramoyl-L-alanine_amidase_[EC:3.5.1.28]
s488	Ea_00727	K01447	N-acetylmuramoyl-L-alanine_amidase_[EC:3.5.1.28]
s489	Ea_00728	K03807	AmpE_protein
s490	Ea_00731	K01355	omptin_[EC:3.4.23.49]
s491	Ea_00732	K01355	omptin_[EC:3.4.23.49]
s492	Ea_00734	K03292	glycoside/pentoside/hexuronide:cation_symporter,_GPH_family_
s493	Ea_00735	K11734	aromatic_amino_acid_transport_protein_AroP
s494	Ea_00736	K05799	GntR_family_transcriptional_regulator,_transcriptional_repressor_for_pyruvate_dehydrogenase_complex
s495	Ea_00737	K00163	pyruvate_dehydrogenase_E1_component_[EC:1.2.4.1]
s496	Ea_00738	K00627	pyruvate_dehydrogenase_E2_component_(dihydrolipoamide_acetyltransferase)_[EC:2.3.1.12]
s497	Ea_00739	K00382	dihydrolipoamide_dehydrogenase_[EC:1.8.1.4]
s498	Ea_00741	K16784	biotin_transport_system_ATP-binding_protein_[EC:7.6.2.-]
s499	Ea_00742	K16783	biotin_transport_system_permease_protein
s500	Ea_00742	K16785	energy-coupling_factor_transport_system_permease_protein
s501	Ea_00743	K03523	biotin_transport_system_substrate-specific_component
s502	Ea_00745	K07107	acyl-CoA_thioester_hydrolase_[EC:3.1.2.-]_
s503	Ea_00747	K00626	acetyl-CoA_C-acetyltransferase_[EC:2.3.1.9]
s504	Ea_00748	K01692	enoyl-CoA_hydratase_[EC:4.2.1.17]
s505	Ea_00752	K07012	CRISPR-associated_endonuclease/helicase_Cas3_[EC:3.1.-.-_5.6.2.4]
s506	Ea_00753	K19123	CRISPR_system_Cascade_subunit_CasA
s507	Ea_00754	K19046	CRISPR_system_Cascade_subunit_CasB
s508	Ea_00755	K19124	CRISPR_system_Cascade_subunit_CasC
s509	Ea_00756	K19125	CRISPR_system_Cascade_subunit_CasD
s510	Ea_00757	K19126	CRISPR_system_Cascade_subunit_CasE
s511	Ea_00758	K15342	CRISP-associated_protein_Cas1
s512	Ea_00759	K09951	CRISPR-associated_protein_Cas2
s513	Ea_00762	K01682	aconitate_hydratase_2.00E+00_/_2-methylisocitrate_dehydratase_[EC:4.2.1.3_4.2.1.99]_
s514	Ea_00763	K09910	uncharacterized_protein
s515	Ea_00764	K01611	S-adenosylmethionine_decarboxylase_[EC:4.1.1.50]
s516	Ea_00765	K00797	spermidine_synthase_[EC:2.5.1.16]
s517	Ea_00767	K14588	cuproxidase_[EC:1.16.3.4]
s518	Ea_00770	K00760	hypoxanthine_phosphoribosyltransferase_[EC:2.4.2.8]
s519	Ea_00771	K01673	carbonic_anhydrase_[EC:4.2.1.1]
s520	Ea_00772	K01990	ABC-2_type_transport_system_ATP-binding_protein
s521	Ea_00774	K01579	aspartate_1-decarboxylase_[EC:4.1.1.11]
s522	Ea_00775	K01918	pantoate--beta-alanine_ligase_[EC:6.3.2.1]
s523	Ea_00776	K00606	3-methyl-2-oxobutanoate_hydroxymethyltransferase_[EC:2.1.2.11]
s524	Ea_00777	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase_[EC:2.7.6.3]
s525	Ea_00778	K00970	poly(A)_polymerase_[EC:2.7.7.19]
s526	Ea_00779	K01894	glutamyl-Q_tRNA(Asp)_synthetase_[EC:6.1.1.-]_
s527	Ea_00780	K06204	DnaK_suppressor_protein
s528	Ea_00782	K06206	sugar_fermentation_stimulation_protein_A
s529	Ea_00783	K01975	RNA_2',3'-cyclic_3'-phosphodiesterase_[EC:3.1.4.58]_
s530	Ea_00784	K03579	ATP-dependent_helicase_HrpB_[EC:3.6.4.13]_
s531	Ea_00785	K05365	penicillin-binding_protein_1B_[EC:2.4.1.129_3.4.16.4]
s532	Ea_00789	K19048	toxic_protein_SymE
s533	Ea_00794	K10829	ferric_hydroxamate_transport_system_ATP-binding_protein_[EC:7.2.2.16]
s534	Ea_00794	K02013	iron_complex_transport_system_ATP-binding_protein_[EC:7.2.2.-]
s535	Ea_00795	K23227	ferric_hydroxamate_transport_system_substrate-binding_protein
s536	Ea_00796	K23228	ferric_hydroxamate_transport_system_permease_protein
s537	Ea_00797	K01845	glutamate-1-semialdehyde_2,1-aminomutase_[EC:5.4.3.8]
s538	Ea_00798	K15724	iron-sulfur_cluster_insertion_protein_
s539	Ea_00800	K01243	adenosylhomocysteine_nucleosidase_[EC:3.2.2.9]
s540	Ea_00801	K01129	dGTPase_[EC:3.1.5.1]
s541	Ea_00802	K04772	serine_protease_DegQ_[EC:3.4.21.-]_
s542	Ea_00802	K04771	serine_protease_Do_[EC:3.4.21.107]_
s543	Ea_00804	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_N-succinyltransferase_[EC:2.3.1.117]
s544	Ea_00805	K00990	[protein-PII]_uridylyltransferase_[EC:2.7.7.59]
s545	Ea_00806	K01265	methionyl_aminopeptidase_[EC:3.4.11.18]
s546	Ea_00807	K02967	small_subunit_ribosomal_protein_S2
s547	Ea_00808	K02357	elongation_factor_Ts
s548	Ea_00809	K09903	uridylate_kinase_[EC:2.7.4.22]
s549	Ea_00810	K02838	ribosome_recycling_factor
s550	Ea_00811	K00099	1-deoxy-D-xylulose-5-phosphate_reductoisomerase_[EC:1.1.1.267]
s551	Ea_00812	K00806	undecaprenyl_diphosphate_synthase_[EC:2.5.1.31]_
s552	Ea_00813	K00981	phosphatidate_cytidylyltransferase_[EC:2.7.7.41]
s553	Ea_00814	K11749	regulator_of_sigma_E_protease_[EC:3.4.24.-]
s554	Ea_00815	K07277	outer_membrane_protein_insertion_porin_family
s555	Ea_00816	K06142	outer_membrane_protein
s556	Ea_00817	K02536	UDP-3-O-[3-hydroxymyristoyl]_glucosamine_N-acyltransferase_[EC:2.3.1.191]_
s557	Ea_00818	K02372	3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_[EC:4.2.1.59]
s558	Ea_00819	K00677	UDP-N-acetylglucosamine_acyltransferase_[EC:2.3.1.129]
s559	Ea_00820	K00748	lipid-A-disaccharide_synthase_[EC:2.4.1.182]
s560	Ea_00821	K03470	ribonuclease_HII_[EC:3.1.26.4]
s561	Ea_00822	K02337	DNA_polymerase_III_subunit_alpha_[EC:2.7.7.7]
s562	Ea_00823	K01962	acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha_[EC:6.4.1.2_2.1.3.15]_
s563	Ea_00824	K01582	lysine_decarboxylase_[EC:4.1.1.18]
s564	Ea_00825	K08234	glyoxylase_I_family_protein_
s565	Ea_00826	K04075	tRNA(Ile)-lysidine_synthase_[EC:6.3.4.19]
s566	Ea_00828	K19000	Rho-binding_antiterminator
s567	Ea_00830	K15034	ribosome-associated_protein
s568	Ea_00832	K01881	prolyl-tRNA_synthetase_[EC:6.1.1.15]
s569	Ea_00833	K22900	tRNA_(adenine37-N6)-methyltransferase_[EC:2.1.1.-]
s570	Ea_00834	K06080	RcsF_protein
s571	Ea_00835	K02073	D-methionine_transport_system_substrate-binding_protein
s572	Ea_00836	K02072	D-methionine_transport_system_permease_protein
s573	Ea_00837	K02071	D-methionine_transport_system_ATP-binding_protein
s574	Ea_00838	K03273	D-glycero-D-manno-heptose_1,7-bisphosphate_phosphatase_[EC:3.1.3.82_3.1.3.83]
s575	Ea_00847	K08307	membrane-bound_lytic_murein_transglycosylase_D_[EC:4.2.2.-]
s576	Ea_00848	K01069	hydroxyacylglutathione_hydrolase_[EC:3.1.2.6]
s577	Ea_00850	K03469	ribonuclease_HI_[EC:3.1.26.4]
s578	Ea_00851	K02342	DNA_polymerase_III_subunit_epsilon_[EC:2.7.7.7]
s579	Ea_00853	K03457	nucleobase:cation_symporter-1,_NCS1_family_
s580	Ea_00855	K16841	allantoin_racemase_[EC:5.1.99.3]
s581	Ea_00856	K16842	allantoinase_[EC:3.5.2.5]
s582	Ea_00857	K01156	type_III_restriction_enzyme_[EC:3.1.21.5]
s583	Ea_00858	K07316	adenine-specific_DNA-methyltransferase_[EC:2.1.1.72]
s584	Ea_00859	K07448	restriction_system_protein
s585	Ea_00861	K22601	oxamate_carbamoyltransferase_[EC:2.1.3.5]
s586	Ea_00861	K01426	amidase_[EC:3.5.1.4]
s587	Ea_00863	K22602	oxamate_amidohydrolase_[EC:3.5.1.126]
s588	Ea_00866	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s589	Ea_00867	K02029	polar_amino_acid_transport_system_permease_protein
s590	Ea_00868	K02029	polar_amino_acid_transport_system_permease_protein
s591	Ea_00869	K02028	polar_amino_acid_transport_system_ATP-binding_protein_[EC:7.4.2.1]_
s592	Ea_00870	K00839	(S)-ureidoglycine---glyoxylate_transaminase_[EC:2.6.1.112]
s593	Ea_00871	K02083	allantoate_deiminase_[EC:3.5.3.9]
s594	Ea_00872	K16840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline_decarboxylase_[EC:4.1.1.97]
s595	Ea_00873	K07127	5-hydroxyisourate_hydrolase_[EC:3.5.2.17]
s596	Ea_00874	K24206	uric_acid_transporter
s597	Ea_00876	K14287	methionine_transaminase_[EC:2.6.1.88]
s598	Ea_00879	K08964	methylthioribulose-1-phosphate_dehydratase_[EC:4.2.1.109]
s599	Ea_00880	K09880	enolase-phosphatase_E1_[EC:3.1.3.77]
s600	Ea_00881	K08967	1,2-dihydroxy-3-keto-5-methylthiopentene_dioxygenase_[EC:1.13.11.53_1.13.11.54]_
s601	Ea_00882	K08963	methylthioribose-1-phosphate_isomerase_[EC:5.3.1.23]
s602	Ea_00883	K00899	5-methylthioribose_kinase_[EC:2.7.1.100]
s603	Ea_00884	K06445	acyl-CoA_dehydrogenase_[EC:1.3.99.-]
s604	Ea_00885	K03271	D-sedoheptulose_7-phosphate_isomerase_[EC:5.3.1.28]_
s605	Ea_00888	K02346	DNA_polymerase_IV_[EC:2.7.7.7]_
s606	Ea_00889	K01270	dipeptidase_D_[EC:3.4.13.-]
s607	Ea_00890	K00769	xanthine_phosphoribosyltransferase_[EC:2.4.2.22]
s608	Ea_00891	K11750	esterase_FrsA_[EC:3.1.-.-]
s609	Ea_00892	K11926	sigma_factor-binding_protein_Crl_
s610	Ea_00894	K00931	glutamate_5-kinase_[EC:2.7.2.11]
s611	Ea_00895	K00147	glutamate-5-semialdehyde_dehydrogenase_[EC:1.2.1.41]
s612	Ea_00896	K09790	uncharacterized_protein
s613	Ea_00897	K06199	fluoride_exporter
s614	Ea_00902	K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine_N-methyltransferase_[EC:2.1.1.17_2.1.1.71]_
s615	Ea_00909	K02034	peptide/nickel_transport_system_permease_protein
s616	Ea_00910	K02033	peptide/nickel_transport_system_permease_protein
s617	Ea_00911	K02035	peptide/nickel_transport_system_substrate-binding_protein
s618	Ea_00912	K07052	CAAX_protease_family_protein_
s619	Ea_00915	K03704	cold_shock_protein
s620	Ea_00916	K01190	beta-galactosidase_[EC:3.2.1.23]
s621	Ea_00918	K12979	beta-hydroxylase_[EC:1.14.11.-]
s622	Ea_00919	K00286	pyrroline-5-carboxylate_reductase_[EC:1.5.1.2]
s623	Ea_00920	K09768	uncharacterized_protein
s624	Ea_00921	K09945	uncharacterized_protein
s625	Ea_00922	K00891	shikimate_kinase_[EC:2.7.1.71]
s626	Ea_00927	K14591	protein_AroM
s627	Ea_00928	K09913	purine/pyrimidine-nucleoside_phosphorylase_[EC:2.4.2.1_2.4.2.2]_
s628	Ea_00929	K03554	recombination_associated_protein_RdgC_
s629	Ea_00930	K16238	ethanolamine_permease
s630	Ea_00937	K03546	DNA_repair_protein_SbcC/Rad50_
s631	Ea_00938	K03547	DNA_repair_protein_SbcD/Mre11_
s632	Ea_00939	K07657	two-component_system,_OmpR_family,_phosphate_regulon_response_regulator_PhoB
s633	Ea_00939	K02483	two-component_system,_OmpR_family,_response_regulator
s634	Ea_00940	K07636	two-component_system,_OmpR_family,_phosphate_regulon_sensor_histidine_kinase_PhoR_[EC:2.7.13.3]
s635	Ea_00941	K02040	phosphate_transport_system_substrate-binding_protein
s636	Ea_00942	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase_[EC:2.1.1.14]
s637	Ea_00943	K03311	branched-chain_amino_acid:cation_transporter,_LIVCS_family
s638	Ea_00944	K11736	proline-specific_permease_ProY
s639	Ea_00945	K03386	peroxiredoxin_02/04/22_[EC:1.11.1.24]
s640	Ea_00946	K08682	acyl_carrier_protein_phosphodiesterase_[EC:3.1.4.14]
s641	Ea_00947	K07568	S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_[EC:2.4.99.17]
s642	Ea_00949	K20534	polyisoprenyl-phosphate_glycosyltransferase_[EC:2.4.-.-]
s643	Ea_00951	K00773	queuine_tRNA-ribosyltransferase_[EC:2.4.2.29]
s644	Ea_00952	K03210	preprotein_translocase_subunit_YajC_
s645	Ea_00953	K03072	preprotein_translocase_subunit_SecD_
s646	Ea_00954	K03074	preprotein_translocase_subunit_SecF_
s647	Ea_00957	K07738	transcriptional_repressor_NrdR
s648	Ea_00958	K11752	diaminohydroxyphosphoribosylaminopyrimidine_deaminase_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_[EC:3.5.4.26_1.1.1.193]
s649	Ea_00959	K00794	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]
s650	Ea_00960	K03625	transcription_antitermination_protein_NusB_
s651	Ea_00961	K00946	thiamine-monophosphate_kinase_[EC:2.7.4.16]
s652	Ea_00962	K01095	phosphatidylglycerophosphatase_A_[EC:3.1.3.27]
s653	Ea_00963	K01662	1-deoxy-D-xylulose-5-phosphate_synthase_[EC:2.2.1.7]
s654	Ea_00964	K00795	farnesyl_diphosphate_synthase_[EC:2.5.1.1_2.5.1.10]
s655	Ea_00965	K03602	exodeoxyribonuclease_VII_small_subunit_[EC:3.1.11.6]
s656	Ea_00966	K03151	tRNA_uracil_4-sulfurtransferase_[EC:2.8.1.4]_
s657	Ea_00967	K03152	protein_deglycase_[EC:3.5.1.124]
s658	Ea_00968	K00077	2-dehydropantoate_2-reductase_[EC:1.1.1.169]
s659	Ea_00969	K09767	cyclic-di-GMP-binding_protein
s660	Ea_00971	K02257	heme_o_synthase_[EC:2.5.1.141]_
s661	Ea_00972	K02300	cytochrome_o_ubiquinol_oxidase_subunit_IV
s662	Ea_00973	K02299	cytochrome_o_ubiquinol_oxidase_subunit_III
s663	Ea_00974	K02298	cytochrome_o_ubiquinol_oxidase_subunit_I_[EC:7.1.1.3]
s664	Ea_00975	K02297	cytochrome_o_ubiquinol_oxidase_subunit_II_[EC:7.1.1.3]
s665	Ea_00976	K08218	MFS_transporter,_PAT_family,_beta-lactamase_induction_signal_transducer_AmpG
s666	Ea_00977	K07286	uncharacterized_lipoprotein
s667	Ea_00978	K05527	BolA_family_transcriptional_regulator,_general_stress-responsive_regulator
s668	Ea_00979	K03545	trigger_factor
s669	Ea_00980	K01358	ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
s670	Ea_00981	K03544	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX
s671	Ea_00982	K01358	ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
s672	Ea_00983	K03544	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX
s673	Ea_00984	K01338	ATP-dependent_Lon_protease_[EC:3.4.21.53]_
s674	Ea_00985	K03530	DNA-binding_protein_HU-beta
s675	Ea_00986	K03770	peptidyl-prolyl_cis-trans_isomerase_D_[EC:5.2.1.8]
s676	Ea_00988	K12500	thioesterase_III_[EC:3.1.2.-]
